pred_loss	pred_accuracy	loss_epoch_0	loss_epoch_1	accuracy_epoch_0	accuracy_epoch_1
0.5268951058387756	0.07664977759122849	0.37366029620170593	0.3619496822357178	0.3109903037548065	0.307766318321228
0.22341834008693695	0.30885881185531616	0.43836116790771484	0.40497562289237976	0.2517036199569702	0.3128659129142761
0.6865096688270569	0.3114449083805084	0.3303223252296448	0.2585147023200989	0.25931987166404724	0.26381614804267883
0.25838541984558105	0.03240559995174408	0.679932713508606	0.6522870659828186	0.44546544551849365	0.2053656131029129
0.6946391463279724	0.14057840406894684	0.5624546408653259	0.5532460808753967	0.32435500621795654	0.33210521936416626
0.22738391160964966	0.21534493565559387	0.48749470710754395	0.4416084289550781	0.3317644000053406	0.343950480222702
0.27452224493026733	0.49758076667785645	0.2327806055545807	0.19844986498355865	0.3431646227836609	0.38374099135398865
0.3748075067996979	0.6236333847045898	0.3323899209499359	0.32733821868896484	0.2912273406982422	0.28175032138824463
0.9607940912246704	0.2828737795352936	0.6399210691452026	0.6226767897605896	0.26734769344329834	0.29450106620788574
0.9619542956352234	0.06977667659521103	0.5866116285324097	0.5504887104034424	0.3096928000450134	0.35459575057029724
0.26447322964668274	0.3616470396518707	0.48273980617523193	0.4749329090118408	0.4291253089904785	0.39839932322502136
0.2368268370628357	0.4853040874004364	0.3492083251476288	0.27246636152267456	0.30572906136512756	0.3420197367668152
0.5499048233032227	0.21049989759922028	0.37629279494285583	0.35852545499801636	0.45053336024284363	0.3797740936279297
0.31481650471687317	0.11006258428096771	0.4256233274936676	0.3901958167552948	0.42229562997817993	0.5216549038887024
0.7070509791374207	0.28977230191230774	0.40425562858581543	0.395750492811203	0.4598383903503418	0.3900119960308075
0.3570491671562195	0.38122043013572693	0.621188223361969	0.6123383045196533	0.33584094047546387	0.3318727910518646
0.3906362056732178	0.45451489090919495	0.3603597581386566	0.35209304094314575	0.334727942943573	0.20545518398284912
0.45781296491622925	0.32620224356651306	0.4417271614074707	0.44076937437057495	0.3233051598072052	0.35286372900009155
