pred_loss	pred_accuracy	loss_epoch_0	loss_epoch_1	accuracy_epoch_0	accuracy_epoch_1
339957.875	0.4721847474575043	366622.3125	366615.84375	0.6179937124252319	0.6727117300033569
347427.875	0.37853920459747314	388328.78125	388314.53125	0.19636215269565582	0.49804431200027466
417102.28125	0.3069184124469757	375862.59375	375855.46875	0.298711359500885	0.3788202404975891
392572.375	0.6380723714828491	415014.65625	415000.0	0.38693124055862427	0.440143346786499
358614.9375	0.5567653775215149	347268.46875	347260.40625	0.6629966497421265	0.7403098344802856
313712.5	0.012765957042574883	369680.6875	369668.03125	0.5406564474105835	0.6257737874984741
263345.9375	0.42742279171943665	284065.09375	284057.25	0.7289190888404846	0.8051661849021912
377344.5	0.7076404094696045	319153.9375	319149.40625	0.7473289370536804	0.8387094736099243
430726.53125	0.6134595274925232	399934.375	399924.65625	0.5	0.6340295076370239
364551.125	0.4913395345211029	341992.625	341988.875	0.7477603554725647	0.7696230411529541
580663.6875	0.22480863332748413	358483.53125	358479.0	0.640566885471344	0.6755760908126831
319117.34375	0.31147539615631104	405175.25	405170.75	0.665592610836029	0.6685604453086853
381371.21875	0.5099769830703735	346392.0	346388.90625	0.6822217702865601	0.7114320397377014
350713.28125	0.5090891122817993	366399.5625	366376.4375	0.542555570602417	0.7257667779922485
320241.125	0.25799837708473206	332654.40625	332648.34375	0.4788593053817749	0.5130596160888672
326369.40625	0.7081713080406189	368835.6875	368831.4375	0.699062705039978	0.6973071694374084
497611.5625	0.6954216361045837	338547.15625	338536.625	0.5644270777702332	0.7839433550834656
363571.96875	0.5287752151489258	361997.5625	361995.28125	0.6262384057044983	0.6516296863555908
